Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-31 00:00:00+05:30,1431.300048828125,1442.25,1422.25,1430.4000244140625,31069832,0.0,0.0
2024-06-03 00:00:00+05:30,1483.0,1514.5,1459.0,1510.324951171875,21527942,0.0,0.0
2024-06-04 00:00:00+05:30,1498.050048828125,1498.050048828125,1359.300048828125,1397.2750244140625,36709098,0.0,0.0
2024-06-05 00:00:00+05:30,1422.0,1431.1500244140625,1384.0999755859375,1420.75,17464890,0.0,0.0
2024-06-06 00:00:00+05:30,1435.0,1443.699951171875,1421.3499755859375,1431.5999755859375,17855722,0.0,0.0
2024-06-07 00:00:00+05:30,1428.5,1472.0,1426.5,1469.949951171875,18558696,0.0,0.0
2024-06-10 00:00:00+05:30,1469.949951171875,1493.3499755859375,1468.074951171875,1471.4000244140625,9251760,0.0,0.0
2024-06-11 00:00:00+05:30,1469.0,1473.675048828125,1454.675048828125,1456.675048828125,11774902,0.0,0.0
2024-06-12 00:00:00+05:30,1457.5,1476.0,1455.175048828125,1463.324951171875,10081742,0.0,0.0
2024-06-13 00:00:00+05:30,1472.0,1472.25,1460.0999755859375,1465.25,9181160,0.0,0.0
2024-06-14 00:00:00+05:30,1470.0,1479.675048828125,1457.2249755859375,1477.550048828125,8157998,0.0,0.0
2024-06-18 00:00:00+05:30,1487.3499755859375,1487.4000244140625,1471.3499755859375,1481.0250244140625,7196766,0.0,0.0
2024-06-19 00:00:00+05:30,1487.5,1487.5,1456.0,1458.6500244140625,8725874,0.0,0.0
2024-06-20 00:00:00+05:30,1459.0,1482.8499755859375,1450.0999755859375,1473.699951171875,16113776,0.0,0.0
2024-06-21 00:00:00+05:30,1473.625,1474.699951171875,1440.574951171875,1454.199951171875,31170360,0.0,0.0
2024-06-24 00:00:00+05:30,1445.5250244140625,1449.5,1437.5,1441.4749755859375,8878386,0.0,0.0
2024-06-25 00:00:00+05:30,1443.0,1455.925048828125,1441.0,1454.1500244140625,7045386,0.0,0.0
2024-06-26 00:00:00+05:30,1446.050048828125,1518.9749755859375,1445.125,1514.0250244140625,22014882,0.0,0.0
2024-06-27 00:00:00+05:30,1513.75,1537.5,1506.0,1530.550048828125,28383030,0.0,0.0
2024-06-28 00:00:00+05:30,1531.0250244140625,1581.0,1531.0250244140625,1565.4000244140625,28957336,0.0,0.0
2024-07-01 00:00:00+05:30,1562.5250244140625,1579.4000244140625,1555.675048828125,1560.1500244140625,7724306,0.0,0.0
2024-07-02 00:00:00+05:30,1569.5,1573.5,1557.0,1565.175048828125,7749246,0.0,0.0
2024-07-03 00:00:00+05:30,1566.324951171875,1575.0,1542.7750244140625,1552.425048828125,9049620,0.0,0.0
2024-07-04 00:00:00+05:30,1557.0,1567.5,1550.800048828125,1554.0250244140625,6837176,0.0,0.0
2024-07-05 00:00:00+05:30,1553.824951171875,1598.5,1548.0,1588.625,12269710,0.0,0.0
2024-07-08 00:00:00+05:30,1589.0,1608.800048828125,1582.5250244140625,1600.9000244140625,9500806,0.0,0.0
2024-07-09 00:00:00+05:30,1597.5999755859375,1600.5,1580.5,1590.2750244140625,6960002,0.0,0.0
2024-07-10 00:00:00+05:30,1595.0,1597.5,1563.1500244140625,1584.2249755859375,7134578,0.0,0.0
2024-07-11 00:00:00+05:30,1587.5,1604.25,1570.5,1580.6500244140625,11940946,0.0,0.0
2024-07-12 00:00:00+05:30,1584.5,1605.1500244140625,1574.5,1596.7249755859375,12924784,0.0,0.0
2024-07-15 00:00:00+05:30,1604.449951171875,1605.8499755859375,1585.5,1597.2249755859375,5329688,0.0,0.0
2024-07-16 00:00:00+05:30,1593.5,1600.0,1569.125,1576.25,9386838,0.0,0.0
2024-07-18 00:00:00+05:30,1576.0,1593.9000244140625,1557.824951171875,1586.675048828125,12298374,0.0,0.0
2024-07-19 00:00:00+05:30,1586.0,1589.9749755859375,1552.800048828125,1555.1500244140625,13140390,0.0,0.0
2024-07-22 00:00:00+05:30,1537.25,1537.5,1499.2750244140625,1500.675048828125,19674376,0.0,0.0
2024-07-23 00:00:00+05:30,1501.0,1505.75,1463.0,1487.9000244140625,18052044,0.0,0.0
2024-07-24 00:00:00+05:30,1485.0,1509.5,1476.4000244140625,1495.699951171875,11913362,0.0,0.0
2024-07-25 00:00:00+05:30,1481.0,1500.4749755859375,1477.074951171875,1492.4000244140625,12519876,0.0,0.0
2024-07-26 00:00:00+05:30,1492.4000244140625,1512.425048828125,1490.3499755859375,1509.0250244140625,9859940,0.0,0.0
2024-07-29 00:00:00+05:30,1511.949951171875,1527.5,1511.7750244140625,1520.0999755859375,7538550,0.0,0.0
2024-07-30 00:00:00+05:30,1517.0250244140625,1525.0,1510.0,1513.1500244140625,8228208,0.0,0.0
2024-07-31 00:00:00+05:30,1504.0,1510.449951171875,1501.1500244140625,1505.425048828125,10057346,0.0,0.0
2024-08-01 00:00:00+05:30,1512.0,1518.0,1504.300048828125,1515.300048828125,10764222,0.0,0.0
2024-08-02 00:00:00+05:30,1505.0,1509.324951171875,1493.2750244140625,1499.324951171875,10268248,0.0,0.0
2024-08-05 00:00:00+05:30,1480.0,1483.9000244140625,1433.25,1447.324951171875,17046704,0.0,0.0
2024-08-06 00:00:00+05:30,1455.1500244140625,1477.5,1451.324951171875,1456.050048828125,10236186,0.0,0.0
2024-08-07 00:00:00+05:30,1469.0,1472.5,1461.5,1464.824951171875,8174568,0.0,0.0
2024-08-08 00:00:00+05:30,1457.5250244140625,1465.0,1445.925048828125,1449.125,12387192,0.0,0.0
2024-08-09 00:00:00+05:30,1460.0,1476.5,1456.0,1474.300048828125,6249776,0.0,0.0
2024-08-12 00:00:00+05:30,1470.0,1473.0,1457.75,1460.625,8184584,0.0,0.0
2024-08-13 00:00:00+05:30,1460.75,1470.074951171875,1458.0,1463.625,6265064,0.0,0.0
2024-08-14 00:00:00+05:30,1463.550048828125,1472.0,1453.699951171875,1461.8499755859375,6267466,0.0,0.0
2024-08-16 00:00:00+05:30,1468.6500244140625,1480.4000244140625,1458.050048828125,1478.199951171875,9416902,0.0,0.0
2024-08-19 00:00:00+05:30,1482.5,1498.300048828125,1480.5,1488.4000244140625,13797742,0.0,0.0
2024-08-20 00:00:00+05:30,1497.2249755859375,1503.925048828125,1490.0250244140625,1495.949951171875,8411808,0.0,0.0
2024-08-21 00:00:00+05:30,1493.25,1507.875,1490.0,1498.675048828125,7769996,0.0,0.0
2024-08-22 00:00:00+05:30,1503.0,1506.5,1490.6500244140625,1498.125,10445782,0.0,0.0
2024-08-23 00:00:00+05:30,1503.75,1511.324951171875,1498.425048828125,1499.9749755859375,9249654,0.0,0.0
2024-08-26 00:00:00+05:30,1506.9749755859375,1523.0,1503.0,1512.5999755859375,8816114,0.0,0.0
