Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-31 00:00:00+05:30,45.70000076293945,47.650001525878906,44.29999923706055,47.650001525878906,115665511,0.0,0.0
2024-06-03 00:00:00+05:30,50.0,50.0,50.0,50.0,62876628,0.0,0.0
2024-06-04 00:00:00+05:30,52.099998474121094,52.099998474121094,47.5,47.5,123854100,0.0,0.0
2024-06-05 00:00:00+05:30,45.150001525878906,49.79999923706055,45.150001525878906,48.45000076293945,81272335,0.0,0.0
2024-06-06 00:00:00+05:30,49.45000076293945,50.5,48.5,49.79999923706055,49163158,0.0,0.0
2024-06-07 00:00:00+05:30,50.0,50.45000076293945,49.0,49.900001525878906,30336425,0.0,0.0
2024-06-10 00:00:00+05:30,47.400001525878906,48.630001068115234,47.400001525878906,47.400001525878906,90220734,0.0,0.0
2024-06-11 00:00:00+05:30,47.400001525878906,49.290000915527344,47.02000045776367,48.2599983215332,47583387,0.0,0.0
2024-06-12 00:00:00+05:30,48.5099983215332,50.5,48.400001525878906,50.279998779296875,87422931,0.0,0.0
2024-06-13 00:00:00+05:30,50.5,50.5,49.290000915527344,49.869998931884766,48465602,0.0,0.0
2024-06-14 00:00:00+05:30,50.0,51.189998626708984,49.099998474121094,49.47999954223633,85029862,0.0,0.0
2024-06-18 00:00:00+05:30,49.599998474121094,50.290000915527344,48.849998474121094,49.959999084472656,49874657,0.0,0.0
2024-06-19 00:00:00+05:30,50.189998626708984,50.279998779296875,48.75,48.900001525878906,26139387,0.0,0.0
2024-06-20 00:00:00+05:30,51.34000015258789,51.34000015258789,49.54999923706055,50.529998779296875,99070183,0.0,0.0
2024-06-21 00:00:00+05:30,51.20000076293945,53.04999923706055,51.0,53.04999923706055,143678671,0.0,0.0
2024-06-24 00:00:00+05:30,55.45000076293945,55.70000076293945,54.150001525878906,54.70000076293945,149419809,0.0,0.0
2024-06-25 00:00:00+05:30,55.150001525878906,55.5,53.31999969482422,53.599998474121094,63723030,0.0,0.0
2024-06-26 00:00:00+05:30,53.599998474121094,54.369998931884766,52.29999923706055,52.7599983215332,52438770,0.0,0.0
2024-06-27 00:00:00+05:30,53.04999923706055,54.0,51.5,53.279998779296875,52502181,0.0,0.0
2024-06-28 00:00:00+05:30,53.900001525878906,54.0,52.709999084472656,52.86000061035156,38744898,0.0,0.0
2024-07-01 00:00:00+05:30,53.20000076293945,53.279998779296875,52.59000015258789,52.93000030517578,25423991,0.0,0.0
2024-07-02 00:00:00+05:30,53.0,53.380001068115234,52.43000030517578,53.029998779296875,24502330,0.0,0.0
2024-07-03 00:00:00+05:30,53.099998474121094,53.95000076293945,53.0,53.529998779296875,29907631,0.0,0.0
2024-07-04 00:00:00+05:30,53.599998474121094,55.66999816894531,53.369998931884766,54.029998779296875,63199465,0.0,0.0
2024-07-05 00:00:00+05:30,54.369998931884766,56.4900016784668,53.79999923706055,55.4900016784668,96909661,0.0,0.0
2024-07-08 00:00:00+05:30,55.95000076293945,56.0,54.5,55.20000076293945,54588551,0.0,0.0
2024-07-09 00:00:00+05:30,55.29999923706055,55.84000015258789,53.86000061035156,55.369998931884766,33858415,0.0,0.0
2024-07-10 00:00:00+05:30,55.66999816894531,56.0,53.900001525878906,54.88999938964844,37727227,0.0,0.0
2024-07-11 00:00:00+05:30,55.0,55.0,54.20000076293945,54.720001220703125,26061094,0.0,0.0
2024-07-12 00:00:00+05:30,55.0,55.43000030517578,53.650001525878906,54.630001068115234,37499020,0.0,0.0
